RMSE,MAE,MSE,R2,Inference Time
28538.73539968678,11002.714526999516,814459418.2133353,0.938031995921777,0.000233275945796523
28251.822873343306,11933.895069420189,798165495.666764,0.9392717162027839,0.00022962134937907374
29338.915621103577,10996.531890725037,860771969.8222355,0.9345083134364436,0.000244522164034289
27971.664161313183,10554.553159229832,782413995.9532923,0.9404701663362771,0.0002299606107002081
25434.475115317044,10337.287672858567,646912524.3916819,0.9507797723824014,0.00023698356262473173
27812.608173327688,11294.48870709059,773541173.4030541,0.9411452535065927,0.0002255107081213663
23058.71382091525,10954.219749248366,531704283.074868,0.9595453715124679,0.0002909947273343108
27340.52240148851,11067.849075153348,747504165.186295,0.943126274776996,0.00023320074691328893
27874.46179209764,12076.326098267331,776985620.1991112,0.940883183367391,0.0002320450405741847
33158.69370700517,11944.357113157472,1099498968.3549843,0.9163448110103664,0.00026318812093069387
30926.285741680607,11652.79995821525,956435149.7760773,0.9272297969223614,0.00024301402790601864
29850.479863463646,10970.738442522934,891051148.0790486,0.9322045273916832,0.0002500983171684797
28597.635328073353,12574.045544580838,817824746.3574691,0.9377759455115335,0.00028645819009736527
26199.69867423776,10449.444462312948,686424210.6208558,0.947773532564145,0.0002643968476805576
31267.707155659227,12416.622979937832,977669510.7720631,0.9256141842357475,0.00026074606318806493
29329.592647094254,12636.71527942642,860225004.8444853,0.9345499291722481,0.00025066282860068385
24076.543989029884,10206.155164226917,579679970.4556911,0.9558951496293542,0.0002402517684670382
31878.628733359044,12450.412421172923,1016246969.9193449,0.9226790249235617,0.0002489394919816838
25868.00146183487,10559.444535024375,669153499.629491,0.9490875716251634,0.00025930654170901277
29592.897255359414,12102.341564912631,875739567.9662588,0.9333695063183863,0.0002181488414143407
27499.411562683406,9722.439172624127,756217636.2938459,0.9424633118336577,0.00023087270038072452
27861.452304338367,11116.116251710764,776260524.5069218,0.9409383521478187,0.0002382342205491177
31811.943647720655,14185.394581058717,1011999758.6457546,0.9230021732593011,0.000226898941882821
34096.366748110406,14627.92155816937,1162562225.4216487,0.91154665399517,0.00022089862546255422
36899.03923917306,12723.605319416472,1361539096.7740328,0.8964075331259128,0.00022972877635512242
30060.934941453328,13504.031515781982,903659809.5542897,0.9312451995623942,0.00023065056911734648
27207.46879523587,11879.486862906382,740246358.2437336,0.9436784837639117,0.00023539260376331418
30372.722674215118,12084.791376877993,922502282.6447811,0.9298115732536988,0.0002502695072528928
26641.65272173213,12385.653230368891,709777659.7453771,0.9459966894234965,0.0002470155094945154
29882.121248655807,12930.598911238796,892941170.3193668,0.9320607253761661,0.00024302650329678557
