RMSE,MAE,MSE,R2,Inference Time
124901.48003186448,61723.37011856757,15600379714.150244,0.13302578358417183,1.45502754899322e-05
137999.66540425143,74906.10899087906,19043907651.685345,-0.058344554193092035,1.2710153079423747e-05
