RMSE,MAE,R2,Inference Time
30396.737462365458,10527.589739458232,0.9413452235599313,3.396355828573538e-05
29617.16938206444,10583.414532825931,0.9443152162960807,3.0157177947288336e-05
29733.18178793812,10526.62007388465,0.9438781199609229,3.298424011053041e-05
29188.38925724865,10142.997060956119,0.9459158887280682,2.64221845671188e-05
30893.255002502778,10789.061326951298,0.9394133726716333,2.9759351597275844e-05
