RMSE,MAE,R2,Inference Time
6278.646005711118,1377.9283245073086,0.6160087444105129,2.502521146801124e-06
6302.971891277079,1387.015140074042,0.6130275212286482,2.515181376481968e-06
6283.695759994644,1384.7832573434125,0.6153908273453534,2.593882655020348e-06
6280.317431101642,1376.9199861117602,0.6158042741595801,2.9129865785057957e-06
6267.562969898608,1380.89958620077,0.6173631869716957,3.6039138893715483e-06
