RMSE,MAE,R2,Inference Time
7600.268654516352,1567.490882966152,0.575348294641218,5.278087545674178e-07
7649.189189893292,1579.6827906546448,0.5698640023939128,4.7324694381602006e-07
7644.599672304981,1612.7121858048852,0.5703800112000338,5.200614498373493e-07
7621.00423718238,1587.892534505406,0.573028005005342,4.052218291129786e-07
7729.55785353676,1629.8079497440547,0.5607777941713281,5.356505386234629e-07
